model,split,split_title,condition_index,condition_group,condition_label,aigc_recall,auroc,average_precision,balanced_accuracy,brier,ece_15,false_positive_rate,fn,fp,macro_f1,mean_forensic_gate_fraction,mean_semantic_gate_fraction,n,real_specificity,threshold,tn,tp,tpr_at_fpr_1pct,tpr_at_fpr_5pct,transform,transform_name,transform_params
m3,exact_seen_generator,Exact-seen generator,9,legacy_single_stage,Resize 0.25 bilinear,0.838,0.7076175,0.6542923494976302,0.6455,0.49768006801605225,0.4984242916107178,0.547,162,547,0.6318580394753068,0.4996330077946186,0.5003669952154159,2000,0.453,0.9990234375,453,838,0.0,0.0,resize__interpolation=bilinear_scale=0.25,resize,"{""interpolation"":""bilinear"",""scale"":0.25}"
m3,exact_seen_generator,Exact-seen generator,10,legacy_single_stage,Gaussian noise sigma=0.02,0.783,0.728538,0.6825203473673277,0.6775,0.4967503845691681,0.4977651653885841,0.428,217,428,0.6738700925981405,0.47909097757935526,0.5209090218245983,2000,0.572,0.9990234375,572,783,0.0,0.0,gaussian_noise__sigma=0.02,gaussian_noise,"{""seed"":20260827,""sigma"":0.02}"
m3,exact_seen_generator,Exact-seen generator,11,legacy_single_stage,Gaussian noise sigma=0.05,0.78,0.7190354999999999,0.6724650246420936,0.6645000000000001,0.49705198407173157,0.497933808863163,0.451,220,451,0.6599638325167314,0.4792725574970245,0.520727442830801,2000,0.549,0.9990234375,549,780,0.0,0.0,gaussian_noise__sigma=0.05,gaussian_noise,"{""seed"":20260827,""sigma"":0.05}"
m3,exact_seen_generator,Exact-seen generator,12,legacy_single_stage,Gaussian noise sigma=0.10,0.813,0.7084845,0.6547930852375284,0.6595,0.4975832998752594,0.4982963800430298,0.494,187,494,0.6512834535534908,0.4798883110433817,0.5201116927266121,2000,0.506,0.9990234375,506,813,0.0,0.0,gaussian_noise__sigma=0.1,gaussian_noise,"{""seed"":20260827,""sigma"":0.1}"
m3,exact_seen_generator,Exact-seen generator,13,legacy_single_stage,Color jitter 0.8/0.8/0.8,0.765,0.7097490000000001,0.6668420290169207,0.6545000000000001,0.49664589762687683,0.49764479127526284,0.456,235,456,0.6502292112263769,0.47968825049698355,0.520311748534441,2000,0.544,0.9990234375,544,765,0.0,0.0,color_jitter__brightness=0.8_contrast=0.8_saturation=0.8,color_jitter,"{""brightness"":0.8,""contrast"":0.8,""saturation"":0.8}"
m3,exact_seen_generator,Exact-seen generator,14,legacy_single_stage,Color jitter 1.2/1.2/1.2,0.869,0.7326435000000001,0.6844237625552894,0.65,0.49753907322883606,0.4983774375915528,0.569,131,569,0.6323680017310216,0.4801210332512856,0.519878970503807,2000,0.431,0.9990234375,431,869,0.0,0.0,color_jitter__brightness=1.2_contrast=1.2_saturation=1.2,color_jitter,"{""brightness"":1.2,""contrast"":1.2,""saturation"":1.2}"
m3,exact_seen_generator,Exact-seen generator,15,legacy_single_stage,Center crop ratio=0.8,0.833,0.7403175,0.6909118558547601,0.6785,0.49680063128471375,0.49788816756010046,0.476,167,476,0.6706380478619773,0.4810277254879475,0.5189722788631916,2000,0.524,0.9990234375,524,833,0.0,0.0,center_crop__ratio=0.8,center_crop,"{""ratio"":0.8}"
m3,exact_seen_generator,Exact-seen generator,16,legacy_two_stage,2-stage resize 0.5 + JPEG Q70,0.757,0.7382185,0.6907422567331355,0.6895,0.4956393837928772,0.497078830897808,0.378,243,378,0.6880788090738428,0.48648431903123857,0.5135156836956739,2000,0.622,0.9990234375,622,757,0.0,0.155,resize__interpolation=bicubic_scale=0.5__jpeg__quality=70,combo_resize_jpeg,"{""transforms"":[{""name"":""resize"",""params"":{""interpolation"":""bicubic"",""scale"":0.5}},{""name"":""jpeg"",""params"":{""quality"":70}}]}"
m3,exact_seen_generator,Exact-seen generator,17,legacy_two_stage,2-stage crop 0.8 + JPEG Q50,0.786,0.721982,0.6753319905783516,0.668,0.49635690450668335,0.49752588462829594,0.45,214,450,0.6633119556707596,0.4823639033436775,0.5176361028254032,2000,0.55,0.9990234375,550,786,0.0,0.0,center_crop__ratio=0.8__jpeg__quality=50,combo_crop_jpeg,"{""transforms"":[{""name"":""center_crop"",""params"":{""ratio"":0.8}},{""name"":""jpeg"",""params"":{""quality"":50}}]}"
m3,exact_seen_generator,Exact-seen generator,18,new_four_stage_a,4-stage A platform repost,0.763,0.7277144999999999,0.6821487769185698,0.677,0.49651217460632324,0.4975808050632477,0.409,237,409,0.6745932919875399,0.491375132933259,0.5086248668879271,2000,0.591,0.9990234375,591,763,0.0,0.164,center_crop__ratio=0.85__resize__interpolation=bicubic_scale=0.5__gaussian_blur__sigma=1.0__jpeg__quality=50,combo_four_stage_platform_repost,"{""transforms"":[{""name"":""center_crop"",""params"":{""ratio"":0.85}},{""name"":""resize"",""params"":{""interpolation"":""bicubic"",""scale"":0.5}},{""name"":""gaussian_blur"",""params"":{""sigma"":1.0}},{""name"":""jpeg"",""params"":{""quality"":50}}]}"
m3,exact_seen_generator,Exact-seen generator,19,new_four_stage_b,4-stage B edit repost,0.704,0.7088574999999999,0.660187593972433,0.6665,0.496181845664978,0.49730588716268537,0.371,296,371,0.6660303551869817,0.48335700821876526,0.5166429963409901,2000,0.629,0.9990234375,629,704,0.0,0.093,color_jitter__brightness=1.15_contrast=1.15_saturation=0.85__resize__interpolation=bilinear_scale=0.5__gaussian_noise__sigma=0.05__jpeg__quality=50,combo_four_stage_edit_repost,"{""transforms"":[{""name"":""color_jitter"",""params"":{""brightness"":1.15,""contrast"":1.15,""saturation"":0.85}},{""name"":""resize"",""params"":{""interpolation"":""bilinear"",""scale"":0.5}},{""name"":""gaussian_noise"",""params"":{""seed"":20260829,""sigma"":0.05}},{""name"":""jpeg"",""params"":{""quality"":50}}]}"
m3,exact_seen_generator,Exact-seen generator,20,new_six_stage,6-stage random composition,0.721,0.724981,0.6761157049970964,0.675,0.49642646312713623,0.4975314736366272,0.371,279,371,0.6743108417411242,0.4835493159741163,0.5164506864100694,2000,0.629,0.9990234375,629,721,0.0,0.098,strict_random_six__profile=full_training_range_v1,strict_random_six,"{""profile"":""full_training_range_v1"",""seed"":20260829}"
m3,hard_hourglass,Hard Hourglass,0,clean,Clean,0.3,0.370592,0.435943144040538,0.43999999999999995,0.48799240589141846,0.4758974833488464,0.42,175,105,0.4288045695634435,0.4804353501200676,0.5195646498203278,500,0.58,0.9990234375,145,75,0.0,0.0,clean,clean,{}
m3,hard_hourglass,Hard Hourglass,1,legacy_single_stage,JPEG Q90,0.296,0.369288,0.4357724033238467,0.43799999999999994,0.48799774050712585,0.47591211092472074,0.42,176,105,0.4264346278356786,0.48043109810352325,0.5195689004659653,500,0.58,0.9990234375,145,74,0.0,0.0,jpeg__quality=90,jpeg,"{""quality"":90}"
m3,hard_hourglass,Hard Hourglass,2,legacy_single_stage,JPEG Q70,0.248,0.357864,0.42891030589848866,0.434,0.48833203315734863,0.4722089912891388,0.38,188,95,0.4137169516596161,0.4812569854259491,0.5187430155277252,500,0.62,0.9990234375,155,62,0.0,0.0,jpeg__quality=70,jpeg,"{""quality"":70}"
m3,hard_hourglass,Hard Hourglass,3,legacy_single_stage,JPEG Q50,0.236,0.35675200000000007,0.4279667144221167,0.434,0.4882465898990631,0.4746474525928498,0.368,191,92,0.41090512450093464,0.48195802175998687,0.5180419846773148,500,0.632,0.9990234375,158,59,0.0,0.032,jpeg__quality=50,jpeg,"{""quality"":50}"
m3,hard_hourglass,Hard Hourglass,4,legacy_single_stage,JPEG Q30,0.252,0.346088,0.41841297198946187,0.428,0.4906077980995178,0.4800507618188858,0.396,187,99,0.40971534244765867,0.4829738821387291,0.5170261229276657,500,0.604,0.9990234375,151,63,0.0,0.0,jpeg__quality=30,jpeg,"{""quality"":30}"
m3,hard_hourglass,Hard Hourglass,5,legacy_single_stage,Gaussian blur sigma=0.5,0.248,0.366072,0.4359848974181235,0.43,0.4877714514732361,0.4764775359630584,0.388,188,97,0.41047249078475423,0.481588818192482,0.5184111859798431,500,0.612,0.9990234375,153,62,0.0,0.0,gaussian_blur__sigma=0.5,gaussian_blur,"{""sigma"":0.5}"
m3,hard_hourglass,Hard Hourglass,6,legacy_single_stage,Gaussian blur sigma=1.0,0.288,0.360224,0.4253543084736206,0.42599999999999993,0.4925388693809509,0.48700487875938414,0.436,178,109,0.41485652771378123,0.4895196263790131,0.5104803742170334,500,0.564,0.9990234375,141,72,0.0,0.0,gaussian_blur__sigma=1.0,gaussian_blur,"{""sigma"":1.0}"
m3,hard_hourglass,Hard Hourglass,7,legacy_single_stage,Gaussian blur sigma=2.0,0.36,0.360656,0.4290706653873102,0.4,0.4951435327529907,0.49114255988597866,0.56,160,140,0.39903846153846156,0.49937524676322936,0.5006247546672821,500,0.44,0.9990234375,110,90,0.0,0.0,gaussian_blur__sigma=2.0,gaussian_blur,"{""sigma"":2.0}"
m3,hard_hourglass,Hard Hourglass,8,legacy_single_stage,Resize 0.5 bicubic,0.248,0.346368,0.4150943184411621,0.428,0.49030354619026184,0.4822802840471268,0.392,188,98,0.4088466308391897,0.48818570697307584,0.5118142939805984,500,0.608,0.9990234375,152,62,0.0,0.02,resize__interpolation=bicubic_scale=0.5,resize,"{""interpolation"":""bicubic"",""scale"":0.5}"
m3,hard_hourglass,Hard Hourglass,9,legacy_single_stage,Resize 0.25 bilinear,0.316,0.334024,0.41049301813314554,0.40800000000000003,0.49456918239593506,0.4888632798194885,0.5,171,125,0.40294653951041615,0.5001788417696953,0.4998211612701416,500,0.5,0.9990234375,125,79,0.0,0.0,resize__interpolation=bilinear_scale=0.25,resize,"{""interpolation"":""bilinear"",""scale"":0.25}"
m3,hard_hourglass,Hard Hourglass,10,legacy_single_stage,Gaussian noise sigma=0.02,0.232,0.35988000000000003,0.4229963626799204,0.426,0.4880572259426117,0.4780839681625366,0.38,192,95,0.40355208632076844,0.4789961727261543,0.5210038245916366,500,0.62,0.9990234375,155,58,0.0,0.0,gaussian_noise__sigma=0.02,gaussian_noise,"{""seed"":20260827,""sigma"":0.02}"
m3,hard_hourglass,Hard Hourglass,11,legacy_single_stage,Gaussian noise sigma=0.05,0.244,0.35004799999999997,0.4191812879286921,0.428,0.48973339796066284,0.4817294752597809,0.388,189,97,0.4079557498675146,0.47902086180448533,0.5209791350364685,500,0.612,0.9990234375,153,61,0.0,0.0,gaussian_noise__sigma=0.05,gaussian_noise,"{""seed"":20260827,""sigma"":0.05}"
m3,hard_hourglass,Hard Hourglass,12,legacy_single_stage,Gaussian noise sigma=0.10,0.264,0.342112,0.4109745483805999,0.434,0.4932178854942322,0.48900586760044096,0.396,184,99,0.41715580269797137,0.47969112092256544,0.520308883190155,500,0.604,0.9990234375,151,66,0.0,0.0,gaussian_noise__sigma=0.1,gaussian_noise,"{""seed"":20260827,""sigma"":0.1}"
m3,hard_hourglass,Hard Hourglass,13,legacy_single_stage,Color jitter 0.8/0.8/0.8,0.28,0.39150399999999996,0.44568797537807026,0.448,0.4872431755065918,0.4804277105331421,0.384,180,96,0.4319678609062171,0.48064295250177386,0.5193570474386215,500,0.616,0.9990234375,154,70,0.0,0.032,color_jitter__brightness=0.8_contrast=0.8_saturation=0.8,color_jitter,"{""brightness"":0.8,""contrast"":0.8,""saturation"":0.8}"
m3,hard_hourglass,Hard Hourglass,14,legacy_single_stage,Color jitter 1.2/1.2/1.2,0.344,0.371664,0.43882804080657467,0.46399999999999997,0.49244681000709534,0.48347850680351256,0.416,164,104,0.4561688311688312,0.4806524582505226,0.5193475459814072,500,0.584,0.9990234375,146,86,0.0,0.0,color_jitter__brightness=1.2_contrast=1.2_saturation=1.2,color_jitter,"{""brightness"":1.2,""contrast"":1.2,""saturation"":1.2}"
m3,hard_hourglass,Hard Hourglass,15,legacy_single_stage,Center crop ratio=0.8,0.268,0.344032,0.4163726632655764,0.424,0.48975443840026855,0.4786152455806732,0.42,183,105,0.4096328244149625,0.482329529941082,0.5176704747676849,500,0.58,0.9990234375,145,67,0.0,0.028,center_crop__ratio=0.8,center_crop,"{""ratio"":0.8}"
m3,hard_hourglass,Hard Hourglass,16,legacy_two_stage,2-stage resize 0.5 + JPEG Q70,0.2,0.355648,0.42534028856986317,0.45199999999999996,0.488078773021698,0.4781191164255142,0.296,200,74,0.4148399993166014,0.4882447302341461,0.5117552690505981,500,0.704,0.9990234375,176,50,0.0,0.012,resize__interpolation=bicubic_scale=0.5__jpeg__quality=70,combo_resize_jpeg,"{""transforms"":[{""name"":""resize"",""params"":{""interpolation"":""bicubic"",""scale"":0.5}},{""name"":""jpeg"",""params"":{""quality"":70}}]}"
m3,hard_hourglass,Hard Hourglass,17,legacy_two_stage,2-stage crop 0.8 + JPEG Q50,0.244,0.34463199999999994,0.4181223798359831,0.438,0.49011462926864624,0.4793720690011978,0.368,189,92,0.41602138068340044,0.48392665457725526,0.5160733510255814,500,0.632,0.9990234375,158,61,0.0,0.0,center_crop__ratio=0.8__jpeg__quality=50,combo_crop_jpeg,"{""transforms"":[{""name"":""center_crop"",""params"":{""ratio"":0.8}},{""name"":""jpeg"",""params"":{""quality"":50}}]}"
m3,hard_hourglass,Hard Hourglass,18,new_four_stage_a,4-stage A platform repost,0.216,0.333224,0.4132284763798955,0.434,0.4922582805156708,0.4796904387474061,0.348,196,87,0.4057593052213389,0.49306258219480514,0.5069374186992646,500,0.652,0.9990234375,163,54,0.0,0.012,center_crop__ratio=0.85__resize__interpolation=bicubic_scale=0.5__gaussian_blur__sigma=1.0__jpeg__quality=50,combo_four_stage_platform_repost,"{""transforms"":[{""name"":""center_crop"",""params"":{""ratio"":0.85}},{""name"":""resize"",""params"":{""interpolation"":""bicubic"",""scale"":0.5}},{""name"":""gaussian_blur"",""params"":{""sigma"":1.0}},{""name"":""jpeg"",""params"":{""quality"":50}}]}"
m3,hard_hourglass,Hard Hourglass,19,new_four_stage_b,4-stage B edit repost,0.2,0.331728,0.4110804089940788,0.43600000000000005,0.49175187945365906,0.48095995867252356,0.328,200,82,0.40273471255019566,0.4841414262652397,0.5158585752248764,500,0.672,0.9990234375,168,50,0.0,0.008,color_jitter__brightness=1.15_contrast=1.15_saturation=0.85__resize__interpolation=bilinear_scale=0.5__gaussian_noise__sigma=0.05__jpeg__quality=50,combo_four_stage_edit_repost,"{""transforms"":[{""name"":""color_jitter"",""params"":{""brightness"":1.15,""contrast"":1.15,""saturation"":0.85}},{""name"":""resize"",""params"":{""interpolation"":""bilinear"",""scale"":0.5}},{""name"":""gaussian_noise"",""params"":{""seed"":20260829,""sigma"":0.05}},{""name"":""jpeg"",""params"":{""quality"":50}}]}"
m3,hard_hourglass,Hard Hourglass,20,new_six_stage,6-stage random composition,0.156,0.302976,0.3954543245120945,0.4,0.49469590187072754,0.48593360960483556,0.356,211,89,0.36201704690450676,0.48388610368967055,0.5161138976812363,500,0.644,0.9990234375,161,39,0.0,0.012,strict_random_six__profile=full_training_range_v1,strict_random_six,"{""profile"":""full_training_range_v1"",""seed"":20260829}"
m3,hard_dfgan,Hard DFGAN,0,clean,Clean,0.192,0.393024,0.420951442789864,0.386,0.4863765835762024,0.4893183345794677,0.42,202,105,0.3619877717786617,0.4800575271844864,0.5199424716234207,500,0.58,0.9990234375,145,48,0.0,0.0,clean,clean,{}
m3,hard_dfgan,Hard DFGAN,1,legacy_single_stage,JPEG Q90,0.184,0.392088,0.42111424448115603,0.382,0.4863835573196411,0.4894013689756393,0.42,204,105,0.3567833338190417,0.48005460846424103,0.5199453890323639,500,0.58,0.9990234375,145,46,0.0,0.0,jpeg__quality=90,jpeg,"{""quality"":90}"
m3,hard_dfgan,Hard DFGAN,2,legacy_single_stage,JPEG Q70,0.144,0.38168,0.41591872988068723,0.382,0.48562803864479065,0.4884130871295928,0.38,214,95,0.3448920661977027,0.4808705477118492,0.5191294522285461,500,0.62,0.9990234375,155,36,0.0,0.0,jpeg__quality=70,jpeg,"{""quality"":70}"
m3,hard_dfgan,Hard DFGAN,3,legacy_single_stage,JPEG Q50,0.16,0.40548,0.42575411154025805,0.396,0.48609787225723267,0.4892265870571136,0.368,210,92,0.36037547230552874,0.4815591884255409,0.518440816283226,500,0.632,0.9990234375,158,40,0.0,0.004,jpeg__quality=50,jpeg,"{""quality"":50}"
m3,hard_dfgan,Hard DFGAN,4,legacy_single_stage,JPEG Q30,0.192,0.3990560000000001,0.4245245876098285,0.398,0.48870179057121277,0.49107421696186065,0.396,202,99,0.3713213947057325,0.4826006237268448,0.5173993819952011,500,0.604,0.9990234375,151,48,0.0,0.0,jpeg__quality=30,jpeg,"{""quality"":30}"
m3,hard_dfgan,Hard DFGAN,5,legacy_single_stage,Gaussian blur sigma=0.5,0.204,0.417936,0.43388364390358114,0.408,0.4863033890724182,0.48959959101676936,0.388,199,97,0.3822935274378537,0.48093131762742997,0.5190686841011047,500,0.612,0.9990234375,153,51,0.0,0.0,gaussian_blur__sigma=0.5,gaussian_blur,"{""sigma"":0.5}"
m3,hard_dfgan,Hard DFGAN,6,legacy_single_stage,Gaussian blur sigma=1.0,0.248,0.42796,0.44163710585674,0.40599999999999997,0.4920923113822937,0.4940497988462448,0.436,188,109,0.3907917246132451,0.4885909759402275,0.5114090272188186,500,0.564,0.9990234375,141,62,0.0,0.0,gaussian_blur__sigma=1.0,gaussian_blur,"{""sigma"":1.0}"
m3,hard_dfgan,Hard DFGAN,7,legacy_single_stage,Gaussian blur sigma=2.0,0.436,0.44419999999999993,0.455081565090002,0.438,0.4948959946632385,0.49613181114196775,0.56,141,140,0.437997751991008,0.49939051961898806,0.5006094833016396,500,0.44,0.9990234375,110,109,0.0,0.0,gaussian_blur__sigma=2.0,gaussian_blur,"{""sigma"":2.0}"
m3,hard_dfgan,Hard DFGAN,8,legacy_single_stage,Resize 0.5 bicubic,0.2,0.412208,0.43075222881151826,0.404,0.48949167132377625,0.491821266412735,0.392,200,98,0.37811983505567703,0.487452807366848,0.5125471966266633,500,0.608,0.9990234375,152,50,0.0,0.008,resize__interpolation=bicubic_scale=0.5,resize,"{""interpolation"":""bicubic"",""scale"":0.5}"
m3,hard_dfgan,Hard DFGAN,9,legacy_single_stage,Resize 0.25 bilinear,0.324,0.41684799999999994,0.4388044473186481,0.41200000000000003,0.49418386816978455,0.4953222370147705,0.5,169,125,0.4074109907120743,0.5002557897567749,0.49974421435594557,500,0.5,0.9990234375,125,81,0.0,0.0,resize__interpolation=bilinear_scale=0.25,resize,"{""interpolation"":""bilinear"",""scale"":0.25}"
m3,hard_dfgan,Hard DFGAN,10,legacy_single_stage,Gaussian noise sigma=0.02,0.156,0.397304,0.4200606284289904,0.388,0.4867693781852722,0.48978713512420646,0.38,211,95,0.35318587662337664,0.4788996356129646,0.5211003611087799,500,0.62,0.9990234375,155,39,0.0,0.0,gaussian_noise__sigma=0.02,gaussian_noise,"{""seed"":20260827,""sigma"":0.02}"
m3,hard_dfgan,Hard DFGAN,11,legacy_single_stage,Gaussian noise sigma=0.05,0.172,0.39383999999999997,0.4196204028657995,0.392,0.4888381361961365,0.491416010260582,0.388,207,97,0.3610760823875578,0.4790656117796898,0.5209343852996826,500,0.612,0.9990234375,153,43,0.0,0.0,gaussian_noise__sigma=0.05,gaussian_noise,"{""seed"":20260827,""sigma"":0.05}"
m3,hard_dfgan,Hard DFGAN,12,legacy_single_stage,Gaussian noise sigma=0.10,0.228,0.412752,0.43226398681386147,0.416,0.49286314845085144,0.49443163204193114,0.396,193,99,0.39460284287870495,0.47976201808452607,0.5202379846572875,500,0.604,0.9990234375,151,57,0.0,0.0,gaussian_noise__sigma=0.1,gaussian_noise,"{""seed"":20260827,""sigma"":0.1}"
m3,hard_dfgan,Hard DFGAN,13,legacy_single_stage,Color jitter 0.8/0.8/0.8,0.248,0.45991199999999993,0.4570016734296698,0.432,0.4863070845603943,0.49010549390316005,0.384,188,96,0.4120959194488606,0.4803442620635033,0.5196557365655899,500,0.616,0.9990234375,154,62,0.0,0.012,color_jitter__brightness=0.8_contrast=0.8_saturation=0.8,color_jitter,"{""brightness"":0.8,""contrast"":0.8,""saturation"":0.8}"
m3,hard_dfgan,Hard DFGAN,14,legacy_single_stage,Color jitter 1.2/1.2/1.2,0.248,0.39747200000000005,0.42911195387799844,0.416,0.49160006642341614,0.4928281536102295,0.416,188,104,0.39903846153846156,0.48023012006282806,0.5197698841094971,500,0.584,0.9990234375,146,62,0.0,0.0,color_jitter__brightness=1.2_contrast=1.2_saturation=1.2,color_jitter,"{""brightness"":1.2,""contrast"":1.2,""saturation"":1.2}"
m3,hard_dfgan,Hard DFGAN,15,legacy_single_stage,Center crop ratio=0.8,0.172,0.38576,0.41787096015059283,0.376,0.48845401406288147,0.49090724515914924,0.42,207,105,0.3489039883804404,0.4813980369567871,0.5186019670963288,500,0.58,0.9990234375,145,43,0.0,0.004,center_crop__ratio=0.8,center_crop,"{""ratio"":0.8}"
m3,hard_dfgan,Hard DFGAN,16,legacy_two_stage,2-stage resize 0.5 + JPEG Q70,0.136,0.431712,0.43746172871038763,0.42,0.4863665997982025,0.48959667026996606,0.296,216,74,0.3691153692197915,0.487818708717823,0.5121812911629677,500,0.704,0.9990234375,176,34,0.0,0.0,resize__interpolation=bicubic_scale=0.5__jpeg__quality=70,combo_resize_jpeg,"{""transforms"":[{""name"":""resize"",""params"":{""interpolation"":""bicubic"",""scale"":0.5}},{""name"":""jpeg"",""params"":{""quality"":70}}]}"
m3,hard_dfgan,Hard DFGAN,17,legacy_two_stage,2-stage crop 0.8 + JPEG Q50,0.184,0.40804,0.4277136572650722,0.40800000000000003,0.4879857003688812,0.49031056165695186,0.368,204,92,0.3767266356714507,0.4831429829001427,0.5168570204973221,500,0.632,0.9990234375,158,46,0.0,0.0,center_crop__ratio=0.8__jpeg__quality=50,combo_crop_jpeg,"{""transforms"":[{""name"":""center_crop"",""params"":{""ratio"":0.8}},{""name"":""jpeg"",""params"":{""quality"":50}}]}"
m3,hard_dfgan,Hard DFGAN,18,new_four_stage_a,4-stage A platform repost,0.124,0.41654399999999997,0.432453684378559,0.388,0.4909919500350952,0.49259177792072295,0.348,219,87,0.34215052283984587,0.49280413210392,0.5071958696842194,500,0.652,0.9990234375,163,31,0.0,0.0,center_crop__ratio=0.85__resize__interpolation=bicubic_scale=0.5__gaussian_blur__sigma=1.0__jpeg__quality=50,combo_four_stage_platform_repost,"{""transforms"":[{""name"":""center_crop"",""params"":{""ratio"":0.85}},{""name"":""resize"",""params"":{""interpolation"":""bicubic"",""scale"":0.5}},{""name"":""gaussian_blur"",""params"":{""sigma"":1.0}},{""name"":""jpeg"",""params"":{""quality"":50}}]}"
m3,hard_dfgan,Hard DFGAN,19,new_four_stage_b,4-stage B edit repost,0.112,0.38651199999999997,0.41574717523287924,0.392,0.49073389172554016,0.49227247929573065,0.328,222,82,0.3402777777777778,0.4836515511274338,0.5163484510183335,500,0.672,0.9990234375,168,28,0.0,0.008,color_jitter__brightness=1.15_contrast=1.15_saturation=0.85__resize__interpolation=bilinear_scale=0.5__gaussian_noise__sigma=0.05__jpeg__quality=50,combo_four_stage_edit_repost,"{""transforms"":[{""name"":""color_jitter"",""params"":{""brightness"":1.15,""contrast"":1.15,""saturation"":0.85}},{""name"":""resize"",""params"":{""interpolation"":""bilinear"",""scale"":0.5}},{""name"":""gaussian_noise"",""params"":{""seed"":20260829,""sigma"":0.05}},{""name"":""jpeg"",""params"":{""quality"":50}}]}"
m3,hard_dfgan,Hard DFGAN,20,new_six_stage,6-stage random composition,0.132,0.39876,0.42385946138781666,0.388,0.49367520213127136,0.4940800756216049,0.356,217,89,0.3450791041709472,0.48367077893018723,0.5163292225599289,500,0.644,0.9990234375,161,33,0.0,0.004,strict_random_six__profile=full_training_range_v1,strict_random_six,"{""profile"":""full_training_range_v1"",""seed"":20260829}"
m3,hard_galip,Hard GALIP,0,clean,Clean,0.244,0.408256,0.43407311484291955,0.412,0.48650747537612915,0.4882246376276016,0.42,189,105,0.39492228661749207,0.4800895282626152,0.5199104708433151,500,0.58,0.9990234375,145,61,0.0,0.0,clean,clean,{}
m3,hard_galip,Hard GALIP,1,legacy_single_stage,JPEG Q90,0.244,0.410664,0.43622098698102174,0.412,0.48651501536369324,0.4882939511537551,0.42,189,105,0.39492228661749207,0.48008510065078736,0.5199148962497712,500,0.58,0.9990234375,145,61,0.0,0.0,jpeg__quality=90,jpeg,"{""quality"":90}"
m3,hard_galip,Hard GALIP,2,legacy_single_stage,JPEG Q70,0.216,0.39918400000000004,0.42961018065338397,0.418,0.4857831299304962,0.4869491983652115,0.38,196,95,0.39324184004103435,0.4806877415776253,0.5193122600317002,500,0.62,0.9990234375,155,54,0.0,0.0,jpeg__quality=70,jpeg,"{""quality"":70}"
m3,hard_galip,Hard GALIP,3,legacy_single_stage,JPEG Q50,0.2,0.40982399999999997,0.4333913124684492,0.41600000000000004,0.4862220883369446,0.48771093726158143,0.368,200,92,0.3874194414607949,0.4812187700271606,0.5187812353372574,500,0.632,0.9990234375,158,50,0.0,0.012,jpeg__quality=50,jpeg,"{""quality"":50}"
m3,hard_galip,Hard GALIP,4,legacy_single_stage,JPEG Q30,0.236,0.401608,0.4289103307762331,0.42,0.48876065015792847,0.49009081280231476,0.396,191,99,0.3996754107048225,0.4820763796567917,0.5179236248731613,500,0.604,0.9990234375,151,59,0.0,0.0,jpeg__quality=30,jpeg,"{""quality"":30}"
m3,hard_galip,Hard GALIP,5,legacy_single_stage,Gaussian blur sigma=0.5,0.256,0.439832,0.4530852831089873,0.434,0.4863818883895874,0.4889238265752792,0.388,186,97,0.41548007055547986,0.4808480030298233,0.5191520006656647,500,0.612,0.9990234375,153,64,0.0,0.0,gaussian_blur__sigma=0.5,gaussian_blur,"{""sigma"":0.5}"
m3,hard_galip,Hard GALIP,6,legacy_single_stage,Gaussian blur sigma=1.0,0.296,0.4298,0.45079616810076373,0.42999999999999994,0.49212101101875305,0.4934355285167694,0.436,176,109,0.4195779415178953,0.48793153059482575,0.5120684707164764,500,0.564,0.9990234375,141,74,0.0,0.0,gaussian_blur__sigma=1.0,gaussian_blur,"{""sigma"":1.0}"
m3,hard_galip,Hard GALIP,7,legacy_single_stage,Gaussian blur sigma=2.0,0.376,0.43755199999999994,0.4599024257889469,0.40800000000000003,0.4949077069759369,0.49566405105590816,0.56,156,140,0.4073931706067012,0.4989883871078491,0.501011615216732,500,0.44,0.9990234375,110,94,0.0,0.0,gaussian_blur__sigma=2.0,gaussian_blur,"{""sigma"":2.0}"
m3,hard_galip,Hard GALIP,8,legacy_single_stage,Resize 0.5 bicubic,0.272,0.43997600000000003,0.45453822820951634,0.44,0.4895208775997162,0.49148825311660765,0.392,182,98,0.4237355110642782,0.48681583887338636,0.513184164404869,500,0.608,0.9990234375,152,68,0.0,0.024,resize__interpolation=bicubic_scale=0.5,resize,"{""interpolation"":""bicubic"",""scale"":0.5}"
m3,hard_galip,Hard GALIP,9,legacy_single_stage,Resize 0.25 bilinear,0.336,0.43538400000000005,0.4532883609699329,0.41800000000000004,0.4941976070404053,0.4950156002044678,0.5,166,125,0.4140601403839416,0.4999066264629364,0.5000933769345284,500,0.5,0.9990234375,125,84,0.0,0.0,resize__interpolation=bilinear_scale=0.25,resize,"{""interpolation"":""bilinear"",""scale"":0.25}"
m3,hard_galip,Hard GALIP,10,legacy_single_stage,Gaussian noise sigma=0.02,0.224,0.418968,0.43757162496653584,0.422,0.4868239164352417,0.48899509489536275,0.38,194,95,0.3984154804974209,0.47903477209806444,0.5209652278423309,500,0.62,0.9990234375,155,56,0.0,0.0,gaussian_noise__sigma=0.02,gaussian_noise,"{""seed"":20260827,""sigma"":0.02}"
