model,split,split_title,condition_index,condition_group,condition_label,aigc_recall,auroc,average_precision,balanced_accuracy,brier,ece_15,false_positive_rate,fn,fp,macro_f1,mean_forensic_gate_fraction,mean_semantic_gate_fraction,n,real_specificity,threshold,tn,tp,tpr_at_fpr_1pct,tpr_at_fpr_5pct,transform,transform_name,transform_params
b1,seen_family,Seen-family,19,new_four_stage_b,4-stage B edit repost,0.613,0.571474,0.543002135205214,0.5515,0.4921342730522156,0.49372898942232124,0.51,387,510,0.5497972205373776,,,2000,0.49,0.9970703125,490,613,0.0,0.021,color_jitter__brightness=1.15_contrast=1.15_saturation=0.85__resize__interpolation=bilinear_scale=0.5__gaussian_noise__sigma=0.05__jpeg__quality=50,combo_four_stage_edit_repost,"{""transforms"":[{""name"":""color_jitter"",""params"":{""brightness"":1.15,""contrast"":1.15,""saturation"":0.85}},{""name"":""resize"",""params"":{""interpolation"":""bilinear"",""scale"":0.5}},{""name"":""gaussian_noise"",""params"":{""seed"":20260829,""sigma"":0.05}},{""name"":""jpeg"",""params"":{""quality"":50}}]}"
b1,seen_family,Seen-family,20,new_six_stage,6-stage random composition,0.654,0.573991,0.5487338613206887,0.546,0.4937684237957001,0.4949477607607841,0.562,346,562,0.5406420488578783,,,2000,0.438,0.9970703125,438,654,0.0,0.057,strict_random_six__profile=full_training_range_v1,strict_random_six,"{""profile"":""full_training_range_v1"",""seed"":20260829}"
b1,unseen_generator,Unseen-generator,0,clean,Clean,0.76,0.7594545,0.707299772606551,0.704,0.4797551929950714,0.48781419968605044,0.352,240,352,0.7030688238315357,,,2000,0.648,0.9970703125,648,760,0.0,0.056,clean,clean,{}
b1,unseen_generator,Unseen-generator,1,legacy_single_stage,JPEG Q90,0.757,0.759617,0.7078207843035419,0.7030000000000001,0.47986307740211487,0.48786891922354697,0.351,243,351,0.7021314152067428,,,2000,0.649,0.9970703125,649,757,0.0,0.058,jpeg__quality=90,jpeg,"{""quality"":90}"
b1,unseen_generator,Unseen-generator,2,legacy_single_stage,JPEG Q70,0.707,0.7411544999999999,0.6876873453452518,0.6819999999999999,0.4822719097137451,0.48904104265570647,0.343,293,343,0.6818011257035648,,,2000,0.657,0.9970703125,657,707,0.0,0.048,jpeg__quality=70,jpeg,"{""quality"":70}"
b1,unseen_generator,Unseen-generator,3,legacy_single_stage,JPEG Q50,0.706,0.7378939999999998,0.6836846536936753,0.6799999999999999,0.483109712600708,0.48950733575224875,0.346,294,346,0.6797835336687601,,,2000,0.654,0.9970703125,654,706,0.0,0.045,jpeg__quality=50,jpeg,"{""quality"":50}"
b1,unseen_generator,Unseen-generator,4,legacy_single_stage,JPEG Q30,0.693,0.7218465000000001,0.6674870380575405,0.6695,0.48447707295417786,0.4902192388772965,0.354,307,354,0.6693173805233941,,,2000,0.646,0.9970703125,646,693,0.0,0.037,jpeg__quality=30,jpeg,"{""quality"":30}"
b1,unseen_generator,Unseen-generator,5,legacy_single_stage,Gaussian blur sigma=0.5,0.734,0.7485645,0.6947398794269202,0.6930000000000001,0.48006027936935425,0.4878723402619362,0.348,266,348,0.6924830640306354,,,2000,0.652,0.9970703125,652,734,0.0,0.051,gaussian_blur__sigma=0.5,gaussian_blur,"{""sigma"":0.5}"
b1,unseen_generator,Unseen-generator,6,legacy_single_stage,Gaussian blur sigma=1.0,0.708,0.7119794999999999,0.6577782256707059,0.6565,0.4844176173210144,0.49029221454262734,0.395,292,395,0.6555865293725283,,,2000,0.605,0.9970703125,605,708,0.0,0.05,gaussian_blur__sigma=1.0,gaussian_blur,"{""sigma"":1.0}"
b1,unseen_generator,Unseen-generator,7,legacy_single_stage,Gaussian blur sigma=2.0,0.695,0.6514289999999999,0.6030123208331278,0.611,0.4904835820198059,0.49355786067247387,0.473,305,473,0.6082357111780725,,,2000,0.527,0.9970703125,527,695,0.0,0.029,gaussian_blur__sigma=2.0,gaussian_blur,"{""sigma"":2.0}"
b1,unseen_generator,Unseen-generator,8,legacy_single_stage,Resize 0.5 bicubic,0.712,0.7170245,0.6652372919234747,0.6645,0.4847886860370636,0.4905317494273186,0.383,288,383,0.6637413163450034,,,2000,0.617,0.9970703125,617,712,0.0,0.049,resize__interpolation=bicubic_scale=0.5,resize,"{""interpolation"":""bicubic"",""scale"":0.5}"
b1,unseen_generator,Unseen-generator,9,legacy_single_stage,Resize 0.25 bilinear,0.645,0.618818,0.5749250173119937,0.5860000000000001,0.4910197854042053,0.49364646801352496,0.473,355,473,0.5845538318888049,,,2000,0.527,0.9970703125,527,645,0.0,0.02,resize__interpolation=bilinear_scale=0.25,resize,"{""interpolation"":""bilinear"",""scale"":0.25}"
b1,unseen_generator,Unseen-generator,10,legacy_single_stage,Gaussian noise sigma=0.02,0.696,0.7285085,0.6772616032481914,0.6725,0.4831050634384155,0.4894714180827141,0.351,304,351,0.6723190381888398,,,2000,0.649,0.9970703125,649,696,0.0,0.049,gaussian_noise__sigma=0.02,gaussian_noise,"{""seed"":20260827,""sigma"":0.02}"
b1,unseen_generator,Unseen-generator,11,legacy_single_stage,Gaussian noise sigma=0.05,0.661,0.6601055,0.6166653424298673,0.6234999999999999,0.49088966846466064,0.49351830047369005,0.414,339,414,0.6229698012830542,,,2000,0.586,0.9970703125,586,661,0.0,0.036,gaussian_noise__sigma=0.05,gaussian_noise,"{""seed"":20260827,""sigma"":0.05}"
b1,unseen_generator,Unseen-generator,12,legacy_single_stage,Gaussian noise sigma=0.10,0.647,0.5446440000000001,0.5319865050154825,0.5305,0.4959139823913574,0.49619436264038086,0.586,353,586,0.524040153979853,,,2000,0.414,0.9970703125,414,647,0.0,0.032,gaussian_noise__sigma=0.1,gaussian_noise,"{""seed"":20260827,""sigma"":0.1}"
b1,unseen_generator,Unseen-generator,13,legacy_single_stage,Color jitter 0.8/0.8/0.8,0.654,0.745008,0.695356301673487,0.6845,0.47813016176223755,0.48643382862210266,0.285,346,285,0.6842062328481069,,,2000,0.715,0.9970703125,715,654,0.0,0.041,color_jitter__brightness=0.8_contrast=0.8_saturation=0.8,color_jitter,"{""brightness"":0.8,""contrast"":0.8,""saturation"":0.8}"
b1,unseen_generator,Unseen-generator,14,legacy_single_stage,Color jitter 1.2/1.2/1.2,0.803,0.7544744999999999,0.6986586289171751,0.704,0.48016080260276794,0.4881694163382053,0.395,197,395,0.7010701889216209,,,2000,0.605,0.9970703125,605,803,0.0,0.064,color_jitter__brightness=1.2_contrast=1.2_saturation=1.2,color_jitter,"{""brightness"":1.2,""contrast"":1.2,""saturation"":1.2}"
b1,unseen_generator,Unseen-generator,15,legacy_single_stage,Center crop ratio=0.8,0.728,0.7344634999999999,0.6834036537561625,0.6890000000000001,0.48328858613967896,0.48942408633232115,0.35,272,350,0.6885262484238527,,,2000,0.65,0.9970703125,650,728,0.0,0.047,center_crop__ratio=0.8,center_crop,"{""ratio"":0.8}"
b1,unseen_generator,Unseen-generator,16,legacy_two_stage,2-stage resize 0.5 + JPEG Q70,0.678,0.7089924999999999,0.657230908169469,0.6495,0.4850426912307739,0.49049142971634874,0.379,322,379,0.6492150749446237,,,2000,0.621,0.9970703125,621,678,0.0,0.042,resize__interpolation=bicubic_scale=0.5__jpeg__quality=70,combo_resize_jpeg,"{""transforms"":[{""name"":""resize"",""params"":{""interpolation"":""bicubic"",""scale"":0.5}},{""name"":""jpeg"",""params"":{""quality"":70}}]}"
b1,unseen_generator,Unseen-generator,17,legacy_two_stage,2-stage crop 0.8 + JPEG Q50,0.702,0.7272789999999999,0.6729815597554569,0.6775,0.48362264037132263,0.4895234202444553,0.347,298,347,0.6773063031084409,,,2000,0.653,0.9970703125,653,702,0.0,0.033,center_crop__ratio=0.8__jpeg__quality=50,combo_crop_jpeg,"{""transforms"":[{""name"":""center_crop"",""params"":{""ratio"":0.8}},{""name"":""jpeg"",""params"":{""quality"":50}}]}"
b1,unseen_generator,Unseen-generator,18,new_four_stage_a,4-stage A platform repost,0.664,0.6774375,0.6240045595306539,0.6395,0.4874972403049469,0.4916467325389386,0.385,336,385,0.6392834799088153,,,2000,0.615,0.9970703125,615,664,0.0,0.032,center_crop__ratio=0.85__resize__interpolation=bicubic_scale=0.5__gaussian_blur__sigma=1.0__jpeg__quality=50,combo_four_stage_platform_repost,"{""transforms"":[{""name"":""center_crop"",""params"":{""ratio"":0.85}},{""name"":""resize"",""params"":{""interpolation"":""bicubic"",""scale"":0.5}},{""name"":""gaussian_blur"",""params"":{""sigma"":1.0}},{""name"":""jpeg"",""params"":{""quality"":50}}]}"
b1,unseen_generator,Unseen-generator,19,new_four_stage_b,4-stage B edit repost,0.656,0.6109834999999999,0.5758260940940692,0.5760000000000001,0.4925043284893036,0.4944475156068802,0.504,344,504,0.573268921095008,,,2000,0.496,0.9970703125,496,656,0.0,0.034,color_jitter__brightness=1.15_contrast=1.15_saturation=0.85__resize__interpolation=bilinear_scale=0.5__gaussian_noise__sigma=0.05__jpeg__quality=50,combo_four_stage_edit_repost,"{""transforms"":[{""name"":""color_jitter"",""params"":{""brightness"":1.15,""contrast"":1.15,""saturation"":0.85}},{""name"":""resize"",""params"":{""interpolation"":""bilinear"",""scale"":0.5}},{""name"":""gaussian_noise"",""params"":{""seed"":20260829,""sigma"":0.05}},{""name"":""jpeg"",""params"":{""quality"":50}}]}"
b1,unseen_generator,Unseen-generator,20,new_six_stage,6-stage random composition,0.671,0.5584045000000001,0.5361996298997205,0.5505,0.49492210149765015,0.4956471928954124,0.57,329,570,0.5438769797147024,,,2000,0.43,0.9970703125,430,671,0.0,0.048,strict_random_six__profile=full_training_range_v1,strict_random_six,"{""profile"":""full_training_range_v1"",""seed"":20260829}"
b2,exact_seen_generator,Exact-seen generator,0,clean,Clean,0.681,0.7832385,0.7723234553114912,0.7195,0.47677838802337646,0.48368992656469345,0.242,319,242,0.7190836116834178,,,2000,0.758,0.99267578125,758,681,0.127,0.254,clean,clean,{}
b2,exact_seen_generator,Exact-seen generator,1,legacy_single_stage,JPEG Q90,0.707,0.7889090000000001,0.7767374868149856,0.726,0.47676795721054077,0.48385643565654757,0.255,293,255,0.7259010502791508,,,2000,0.745,0.99267578125,745,707,0.122,0.276,jpeg__quality=90,jpeg,"{""quality"":90}"
b2,exact_seen_generator,Exact-seen generator,2,legacy_single_stage,JPEG Q70,0.703,0.7992585,0.7833769378418348,0.729,0.48013782501220703,0.4861113239824772,0.245,297,245,0.7288166800757312,,,2000,0.755,0.99267578125,755,703,0.079,0.273,jpeg__quality=70,jpeg,"{""quality"":70}"
b2,exact_seen_generator,Exact-seen generator,3,legacy_single_stage,JPEG Q50,0.571,0.7966515,0.7804544532150742,0.7104999999999999,0.4767894148826599,0.4833977261185646,0.15,429,150,0.7047544477416647,,,2000,0.85,0.99267578125,850,571,0.11,0.282,jpeg__quality=50,jpeg,"{""quality"":50}"
b2,exact_seen_generator,Exact-seen generator,4,legacy_single_stage,JPEG Q30,0.56,0.77805,0.7627187235133438,0.6885,0.4778389632701874,0.48387793764472015,0.183,440,183,0.6832700763176766,,,2000,0.817,0.99267578125,817,560,0.102,0.268,jpeg__quality=30,jpeg,"{""quality"":30}"
